"pop";"Tx";"nVNS";"nhVNS.1";"nhVNS.2";"nhVNS.3";"nhVNS.4";"nhVNS.5";"NhVNS.1";"NhVNS.2";"NhVNS.3";"NhVNS.4";"NhVNS.5";"VhVNS.1";"VhVNS.2";"VhVNS.3";"VhVNS.4";"VhVNS.5";"cvVNS";"nSTRATMH";"nhSTRATMH.1";"nhSTRATMH.2";"nhSTRATMH.3";"nhSTRATMH.4";"nhSTRATMH.5";"NhSTRATMH.1";"NhSTRATMH.2";"NhSTRATMH.3";"NhSTRATMH.4";"NhSTRATMH.5";"VhSTRATMH.1";"VhSTRATMH.2";"VhSTRATMH.3";"VhSTRATMH.4";"VhSTRATMH.5";"cvSTRATMH";"nLH";"nhLH.1";"nhLH.2";"nhLH.3";"nhLH.4";"nhLH.5";"NhLH.1";"NhLH.2";"NhLH.3";"NhLH.4";"NhLH.5";"VhLH.1";"VhLH.2";"VhLH.3";"VhLH.4";"VhLH.5";"cvLH";"nKO";"nhKO.1";"nhKO.2";"nhKO.3";"nhKO.4";"nhKO.5";"NhKO.1";"NhKO.2";"NhKO.3";"NhKO.4";"NhKO.5";"VhKO.1";"VhKO.2";"VhKO.3";"VhKO.4";"VhKO.5";"cvKO";"nBarca";"nhBarca.1";"nhBarca.2";"nhBarca.3";"nhBarca.4";"nhBarca.5";"NhBarca.1";"NhBarca.2";"NhBarca.3";"NhBarca.4";"NhBarca.5";"VhBarca.1";"VhBarca.2";"VhBarca.3";"VhBarca.4";"VhBarca.5";"cvBarca"
"AgrMinas.txt";1197026;12;2;2;2;2;4;453;209;110;56;16;24842,9145895161;112029,612417298;344854,175619835;2107456,68239796;83501273,4375;0,09956;13;3;3;2;2;3;510;205;83;30;16;38810,9097308727;179797,624271267;499289,396138772;1506525,79555556;83501273,4375;0,0985898271610225;16;2;2;3;4;5;286;271;177;91;19;5990,64684092132;32908,0179463787;198179,457244087;1921516,04347301;83836979,0858726;0,0905192671539174;13;2;2;2;3;4;449;208;112;59;16;23941,1317999415;104839,082008136;318743,078364158;2144187,55989658;83501273,4375;0,0951831935669954;13;3;3;2;3;2;519;211;76;32;6;42169,5326035981;229618,56903356;550805,787787943;11016947,1055908;80721527,7777778;0,0954299857411136
"anaemia_Haemoglobin.txt";8857,7;10;2;2;2;2;2;6;55;11;379;273;0,394722222222222;0,334532231404959;0,00231404958677684;0,563189200854909;0,611312911752472;0,02841;10;2;2;2;2;2;80;142;210;193;99;0,74234375;0,136425808371355;0,110993197278912;0,107974979194072;0,380771349862259;0,0112413539677339;10;2;2;2;2;2;86;187;159;168;124;0,774526771227691;0,195137407417999;0,0621526047229144;0,0734520266439908;0,421864594172737;0,0119285515945701;10;2;2;2;2;2;80;142;210;193;99;0,74234375;0,136425808371355;0,110993197278912;0,107974979194072;0,380771349862259;0,0112413539677339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"BeefFarms.txt";542350;10;2;2;2;2;2;279;86;27;25;13;13623,0909931784;144493,316928069;197059,648834019;1524385,4464;18256426,3786982;0,09858;10;2;2;2;2;2;253;98;42;24;13;8285,57118530207;71170,4618908788;358952,723922902;1416464,10416667;18256426,3786982;0,0936306291452332;14;2;2;2;4;4;209;102;65;40;14;3687,89844554841;14731,9166666667;211869,019171598;2051902,249375;20295988,7806122;0,083233126736653;11;2;2;2;2;3;242;114;36;25;13;6804,32286046035;98550,4454447522;287504,320987654;1524385,4464;18256426,3786982;0,0871112305662523;11;3;2;2;2;2;308;66;34;13;9;24802,1328129962;187856,024849041;899915,208935477;4276555,73964496;12775129,7668038;0,0897838791655232
"beta103.txt";772267,136016;10;2;2;2;2;2;402;14;315;11;258;6683,12352241848;1,12104019366953;779,101218575552;1,82691645728243;763,37385471936;0,03174;10;2;2;2;2;2;88;167;222;259;264;3002,8899983389;721,266744934778;415,671030001594;478,963244080421;787,004504318502;0,011184814730694;10;2;2;2;2;2;91;177;211;259;262;3103,81069247281;733,365711829537;373,664036813788;479,969061031671;778,730814834611;0,0111888912937208;10;2;2;2;2;2;88;168;221;259;264;3002,8899983389;726,226319745381;411,488010347617;478,963244080421;787,004504318502;0,01118454224586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"CensoCO.txt";103377;10;2;2;2;2;2;4285;3489;2008;193;2;3,23740077255194;2,80693455688151;21,9073663017254;310,386372788531;126380,25;0,09509;10;2;2;2;2;2;3580;3818;1967;591;21;2,52990106426142;2,78958208766009;7,42204999678219;74,0781090296924;30707,1337868481;0,0808678164284212;13;2;2;3;4;2;1858;2427;4074;1584;34;1,24757948927108;0,628705119866819;4,78383442157109;56,4330935618814;20332,3987889273;0,0847828416313929;10;2;2;2;2;2;4285;3796;1420;456;20;3,23740077255194;3,70521539227693;7,53116197183099;76,3880424746076;32019,05;0,0852359845849049;9;2;2;2;2;1;4285;3113;2194;384;1;3,23664525311845;2,01404885940471;12,8503597809268;304,94494899114;0;0,0931453201665353
"chi1.txt";939,601297267;10;2;2;2;2;2;317;293;224;119;47;0,00160111951913932;0,0280205130498599;0,127820816943514;0,208818053401424;2,67748411523597;0,09948;10;2;2;2;2;2;438;273;172;84;33;0,0075013349350116;0,0479882689950252;0,120015540253403;0,199738156924703;2,87677069950333;0,0851784690220527;10;2;2;2;2;2;438;273;172;84;33;0,0075013349350116;0,0479882689950252;0,120015540253403;0,199738156924703;2,87677069950333;0,0851784690220527;10;2;2;2;2;2;431;280;175;81;33;0,00685240760584147;0,0495260728584622;0,125881669624572;0,190206355687485;2,87677069950333;0,0861122782303479;10;2;2;2;2;2;509;218;159;79;35;0,0171250562665017;0,0440315469115289;0,108874293520996;0,170742606423562;2,7606954336704;0,0872378272548335
"chi5.txt";5051,940520634;10;2;2;2;2;2;310;121;342;210;17;0,535189227251143;0,0494554283299728;0,968481246266758;3,05206460059325;6,93094632649469;0,0766;10;2;2;2;2;2;224;318;218;165;75;0,34409356181217;0,329180011862437;0,487052912223109;0,771140392041203;8,43528071596916;0,052379791488216;10;2;2;2;2;2;223;310;222;170;75;0,341671368704792;0,30794593511826;0,494938387981525;0,802927479356938;8,43528071596916;0,0522827892717391;10;2;2;2;2;2;224;318;218;165;75;0,34409356181217;0,329180011862437;0,487052912223109;0,771140392041203;8,43528071596916;0,052379791488216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"Debtors.txt";2825374;12;3;2;2;2;3;2085;825;279;139;41;12389,9384977773;60389,8829693297;284602,891663776;1739602,82542311;26097549,6395003;0,09982;12;3;3;2;2;2;1917;944;335;137;36;8354,77500517703;48246,3326888376;359830,666036979;2024518,45159572;26120050,2121914;0,0996576485908605;14;2;3;3;3;3;1856;990;343;139;41;7238,02690452911;46152,6932313029;343135,394163996;1739602,82542311;26097549,6395003;0,090471512276572;12;2;3;2;2;3;1888;987;308;139;47;7807,31722094046;53733,8729070623;295141,24265264;1456878,66746028;25932083,1887732;0,0981820794398684;13;3;2;2;3;3;2067;776;320;163;43;11885,9447330442;38166,5106944537;258580,554992676;1846673,58084692;25466984,1570176;0,0950869910891154
"GAMMA2000.txt";7996,7492586906;10;2;2;2;2;2;203;883;167;473;274;0,0588806018781723;0,490946410587411;0,0279563379497988;0,630096469692595;4,44296068312629;0,08184;10;2;2;2;2;2;499;578;456;318;149;0,21204898524135;0,204225787173184;0,343237062968734;0,73186781195294;3,23015597854765;0,0512505176027153;10;2;2;2;2;2;476;546;452;353;173;0,19538648475323;0,172938588840299;0,291851953121376;0,700931477853917;3,54479446566634;0,0520522900668956;10;2;2;2;2;2;499;578;456;318;149;0,21204898524135;0,204225787173184;0,343237062968734;0,73186781195294;3,23015597854765;0,0512505176027153;9;2;2;2;2;1;365;873;565;196;1;0,128090657804193;0,510727724284059;1,07026769821134;3,63511232051011;0;0,0831370859496956
"hies_income.txt";58274058,847893;10;2;2;2;2;2;1560;1337;416;25;228;6111392,63764807;12529149,1007279;14827669,0318575;177999,878934115;386460266,243381;0,09374;10;2;2;2;2;2;1284;1076;715;372;119;4553524,29172563;3874162,16604824;9282055,72909315;33462595,3629444;415769492,573691;0,0631665192660763;10;2;2;2;2;2;1283;1077;713;374;119;4548983,31056868;3879765,88007777;9190569,4668107;33626368,647503;415769492,573691;0,0631611639365522;10;2;2;2;2;2;1284;1077;714;372;119;4553524,29172563;3884823,08207066;9266189,91629287;33462595,3629444;415769492,573691;0,0631657793021977;9;2;1;2;2;2;1828;1;1010;628;99;8034788,53267209;0;8246570,74563178;59014960,6249823;415437939,904085;0,0958561032229258
