"pop";"Tx";"nVNS";"nhVNS.1";"nhVNS.2";"nhVNS.3";"nhVNS.4";"nhVNS.5";"nhVNS.6";"NhVNS.1";"NhVNS.2";"NhVNS.3";"NhVNS.4";"NhVNS.5";"NhVNS.6";"VhVNS.1";"VhVNS.2";"VhVNS.3";"VhVNS.4";"VhVNS.5";"VhVNS.6";"cvVNS";"nSTRATMH";"nhSTRATMH.1";"nhSTRATMH.2";"nhSTRATMH.3";"nhSTRATMH.4";"nhSTRATMH.5";"nhSTRATMH.6";"NhSTRATMH.1";"NhSTRATMH.2";"NhSTRATMH.3";"NhSTRATMH.4";"NhSTRATMH.5";"NhSTRATMH.6";"VhSTRATMH.1";"VhSTRATMH.2";"VhSTRATMH.3";"VhSTRATMH.4";"VhSTRATMH.5";"VhSTRATMH.6";"cvSTRATMH";"nLH";"nhLH.1";"nhLH.2";"nhLH.3";"nhLH.4";"nhLH.5";"nhLH.6";"NhLH.1";"NhLH.2";"NhLH.3";"NhLH.4";"NhLH.5";"NhLH.6";"VhLH.1";"VhLH.2";"VhLH.3";"VhLH.4";"VhLH.5";"VhLH.6";"cvLH";"nKO";"nhKO.1";"nhKO.2";"nhKO.3";"nhKO.4";"nhKO.5";"nhKO.6";"NhKO.1";"NhKO.2";"NhKO.3";"NhKO.4";"NhKO.5";"NhKO.6";"VhKO.1";"VhKO.2";"VhKO.3";"VhKO.4";"VhKO.5";"VhKO.6";"cvKO";"nBarca";"nhBarca.1";"nhBarca.2";"nhBarca.3";"nhBarca.4";"nhBarca.5";"nhBarca.6";"NhBarca.1";"NhBarca.2";"NhBarca.3";"NhBarca.4";"NhBarca.5";"NhBarca.6";"VhBarca.1";"VhBarca.2";"VhBarca.3";"VhBarca.4";"VhBarca.5";"VhBarca.6";"cvBarca"
"AgrMinas.txt";1197026;51;6;5;7;4;10;19;356;201;152;62;54;19;11224,4153752683;24282,4054850127;108819,078774238;190438,605619147;1476999,53395062;83836979,0858726;0,03;51;9;5;7;8;6;16;409;172;137;80;30;16;17666,7766094177;32311,5154137372;101279,690233896;475167,8125;1506525,79555556;83501273,4375;0,0299740525367439;60;2;3;5;9;15;26;210;202;169;151;86;26;2359,59963718821;7127,87089501029;31900,286194461;154158,969168019;1235598,76162791;81196031,397929;0,0288682256609048;51;6;6;7;6;7;19;354;218;143;70;40;19;11020,6695074851;33243,0808854474;103687,819257665;298584,265306122;1243289,419375;83836979,0858726;0,029272562916913;54;7;10;7;8;3;19;379;234;121;70;21;19;13733,4869891755;70011,1535437241;130917,799838673;465488,575696794;570214,706835115;79424506,5024055;0,0292503001876355
"anaemia_Haemoglobin.txt";8857,7;12;2;2;2;2;2;2;65;15;352;130;131;31;0,676648520710059;0,00595555555555551;0,477825978176653;0,036901775147929;0,145309713886137;0,314963579604578;0,02035;12;2;2;2;2;2;2;77;105;141;142;160;99;0,727694383538539;0,0883229024943311;0,0642945525878979;0,047661674270978;0,0781214843750001;0,380771349862259;0,00910083124206878;12;2;2;2;2;2;2;86;136;133;110;160;99;0,774526771227691;0,116240808823529;0,0467578721239188;0,0285694214876033;0,0781214843750001;0,380771349862259;0,00961245344609401;12;2;2;2;2;2;2;77;105;141;142;160;99;0,727694383538539;0,0883229024943311;0,0642945525878979;0,047661674270978;0,0781214843750001;0,380771349862259;0,00910083124206878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"BeefFarms.txt";542350;34;3;3;3;5;5;15;212;97;47;37;22;15;3891,05453453186;12681,2305239664;47122,6057039384;307086,92184076;839037,407024793;22139850,8622222;0,02996;34;4;2;4;4;5;15;217;91;53;32;22;15;4237,46556520631;11464,4055065813;75245,0530437878;250903,125;839037,407024793;22139850,8622222;0,0299135265137451;49;2;2;2;2;4;37;130;99;80;47;37;37;920,720946745562;2153,07805325987;10381,84234375;47122,6057039384;307086,92184076;30314614,3564646;0,025678914124332;35;3;3;4;4;6;15;204;104;54;31;22;15;3391,39703479431;13204,1198224852;81290,6395747599;238568,701352758;839037,407024793;22139850,8622222;0,0289546046917376;37;4;5;2;5;7;14;227;99;32;34;24;14;5079,27661041646;28033,6685124895;40780,7261047365;260304,884108488;1141235,55584491;18846275,2962828;0,0293788590526581
"beta103.txt";772267,136016;12;2;2;2;2;2;2;205;399;170;11;87;128;5449,25134891524;1453,36155245644;242,857489866383;0,717273423180735;55,6108976129246;329,987650692182;0,01984;12;2;2;2;2;2;2;88;164;203;211;185;149;3002,8899983389;706,577286795303;333,041717390222;314,084704489823;287,522490231482;390,909001024833;0,00855186963266416;12;2;2;2;2;2;2;91;163;207;217;174;148;3103,81069247281;664,11694873262;349,912309614694;325,369698152887;249,755999858498;387,913204480481;0,00861132939706273;12;2;2;2;2;2;2;88;164;203;209;187;149;3002,8899983389;706,577286795303;333,041717390222;308,268089956211;294,005569748279;390,909001024833;0,00854808616786885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"CensoCO.txt";103377;46;8;7;7;8;8;8;2685;3044;2352;1420;454;22;1,83689425701098;1,23707998846528;1,90657755449118;7,53116197183099;70,3695443342584;29501,7210743802;0,02996;46;12;6;9;7;8;4;3580;2825;2184;1078;303;7;2,52990106426142;1,2252955125695;2,69892592145339;9,87544187855611;163,259484364278;75211,2653061224;0,0299585091356766;70;3;2;6;20;27;12;1123;1562;2417;3487;1356;32;0,663622833191529;0,249132731436928;0,70727465037422;4,68602040155869;58,2035594016759;21429,0537109375;0,0292271530240729;49;13;7;8;8;9;4;3580;2825;2184;1078;304;6;2,52990106426142;1,2252955125695;2,69892592145339;9,87544187855611;176,243377770083;83981,8888888889;0,0288807991676306;52;5;8;6;19;10;4;1858;3244;2296;2232;340;7;1,24690802560623;1,26202454478828;1,23653897958901;14,2863564749754;158,488365051904;64466,798833819;0,0297034395522359
"chi1.txt";939,601297267;48;8;7;7;8;6;12;417;214;148;119;70;32;0,00581063823482185;0,0204793134303833;0,0472500633213684;0,0748595569348191;0,162360927300482;2,90183074118253;0,02999;48;7;7;8;7;6;13;415;211;150;122;69;33;0,00567092963987515;0,0193741953591695;0,0465827469690858;0,0783746949299246;0,1517781813256;2,87677069950333;0,029978611194828;50;8;7;8;7;7;13;415;212;151;115;74;33;0,00567092963987515;0,0196282655772551;0,0477925137134936;0,0670280867432313;0,168783296855667;2,87677069950333;0,0292458145286821;49;7;7;8;8;7;12;412;215;152;120;71;30;0,00547828823272758;0,0201138368192584;0,0486447124071112;0,0771433179152521;0,180153623260058;2,94892673655848;0,0295599246737762;52;9;8;11;3;11;10;438;219;164;71;85;23;0,00748420859954354;0,0246289648878851;0,0792403335031593;0,0279991569950927;0,291250647635813;3,00272517477901;0,0297362066615641
"chi5.txt";5051,940520634;21;4;3;3;4;4;3;210;258;197;179;119;37;0,311568769446066;0,191939216456272;0,285032097762466;0,460654088813476;1,14840678210844;8,78856033106132;0,02965;21;3;4;3;4;4;3;198;240;208;187;129;38;0,284771701645877;0,157127335984053;0,265659685618633;0,457377524264361;1,20310399084003;8,80964586415891;0,0295821248581479;24;3;3;3;4;4;7;178;229;201;181;137;74;0,244071961373734;0,146700700310763;0,199829976421945;0,361450697327561;0,606323309131101;8,44992065988594;0,0275404190937029;21;3;3;4;4;4;3;194;246;213;191;122;34;0,276673707988414;0,167079246922219;0,289309039376135;0,507770600025553;1,25758147771438;8,69761706847926;0,0294145410119225;21;2;4;2;3;3;7;174;266;176;162;143;79;0,235094246035786;0,202379643690315;0,16680950952307;0,284251450672643;0,594299977634014;8,32987001737393;0,0298713809592228
"Debtors.txt";2825374;78;11;14;8;10;14;21;1698;953;341;213;121;43;5000,13372796375;21772,7468192894;63234,6734032215;245553,934051886;1454154,43945086;26073340,9226609;0,02997;77;10;12;11;11;14;19;1614;953;420;221;120;41;3981,73491552386;17118,4702529924;70572,8624943311;267918,920210479;1540532,66222222;26097549,6395003;0,0299931673972356;82;9;10;11;14;15;23;1531;907;493;265;127;46;3193,42683517345;11869,7233182074;52046,2287851421;291508,725154859;1379870,87209374;25972225,2254253;0,0291970169156933;78;10;12;11;11;14;20;1614;953;421;221;119;41;3981,73491552386;17118,4702529924;71304,9391055117;272041,561106447;1530998,78144199;26097549,6395003;0,029753076938206;86;20;21;12;12;13;8;1979;893;272;140;68;17;9702,39263445527;49581,3086285162;189092,408651602;647275,57845809;3340091,40057309;20702755,9340525;0,0299428039882204
"GAMMA2000.txt";7996,7492586906;22;3;2;2;4;5;6;429;374;331;406;296;164;0,164324545243457;0,0790864038648216;0,0864124396867824;0,295746609560612;0,603759713212253;3,43622345415641;0,02999;21;5;3;3;3;4;3;439;475;408;320;235;123;0,170388961055147;0,126913812129986;0,168204697338196;0,259508697114731;0,671438508739701;2,90928860886589;0,0299712460595647;22;4;3;3;3;4;5;439;459;396;315;242;149;0,170388961055147;0,117927722841889;0,15057672794535;0,227314546707556;0,521962422178708;3,23015597854765;0,0287881227896577;21;4;3;3;3;4;4;452;464;401;319;241;123;0,178772123987516;0,120410294800891;0,161651981299869;0,253041980445736;0,689144853272635;2,90928860886589;0,0293867246240147;23;4;4;3;7;2;3;461;535;396;406;110;92;0,184494203956808;0,163435489223738;0,19288079014805;0,698055776695587;0,409046427001907;2,455842295971;0,0297551053796144
"hies_income.txt";58274058,847893;34;5;11;5;4;4;5;827;1437;651;384;188;79;2837108,69117023;5336324,20064235;5550886,25312754;12554468,066053;29572800,2313611;423737369,049775;0,03;32;7;5;5;5;5;5;1120;1030;674;447;223;72;3857130,19452591;2802596,22027188;4722321,39482168;12499714,116613;39527650,0651797;423466935,666774;0,0296794450460688;35;5;5;5;6;6;8;872;967;748;553;315;111;2987564,18823938;2032562,59125987;3458894,15517246;8549713,05298134;31257159,4189221;417816849,469903;0,0284549384672615;32;7;5;4;4;6;6;1086;978;656;453;301;92;3729621,56040454;2393377,93242168;3697994,0805217;7788181,93881163;37522799,5679189;419962826,10219;0,0296251482727052;34;7;4;5;4;8;6;1061;854;736;458;367;90;3638510,02336044;1730402,99016697;3857665,32188735;5941197,89392846;45369331,0570473;415941702,599291;0,0291751140240761
