"pop";"Tx";"nVNS";"nhVNS.1";"nhVNS.2";"nhVNS.3";"NhVNS.1";"NhVNS.2";"NhVNS.3";"VhVNS.1";"VhVNS.2";"VhVNS.3";"cvVNS";"nSTRATMH";"nhSTRATMH.1";"nhSTRATMH.2";"nhSTRATMH.3";"NhSTRATMH.1";"NhSTRATMH.2";"NhSTRATMH.3";"VhSTRATMH.1";"VhSTRATMH.2";"VhSTRATMH.3";"cvSTRATMH";"nLH";"nhLH.1";"nhLH.2";"nhLH.3";"NhLH.1";"NhLH.2";"NhLH.3";"VhLH.1";"VhLH.2";"VhLH.3";"cvLH";"nKO";"nhKO.1";"nhKO.2";"nhKO.3";"NhKO.1";"NhKO.2";"NhKO.3";"VhKO.1";"VhKO.2";"VhKO.3";"cvKO";"nBarca";"nhBarca.1";"nhBarca.2";"nhBarca.3";"NhBarca.1";"NhBarca.2";"NhBarca.3";"VhBarca.1";"VhBarca.2";"VhBarca.3";"cvBarca"
"AgrMinas.txt";1197026;48;11;18;19;580;228;36;76889,7512336504;1277987,00575177;72910421,4969136;0,07498;48;11;17;20;581;227;36;77782,4647337814;1276381,14339498;72910421,4969136;0,074817344086299;49;11;17;21;581;226;37;77782,4647337814;1230785,78919649;72105549,6756757;0,0737531360358707;49;11;17;21;581;227;36;77782,4647337814;1276381,14339498;72910421,4969136;0,0737605657338517;48;10;18;20;572;237;35;70187,7415679274;1336219,66805631;71660302,7422973;0,0746757287380815
"anaemia_Haemoglobin.txt";8857,7;6;2;2;2;339;235;150;1,3934100817083;0,133355545495699;0,458072888888889;0,03355;6;2;2;2;174;291;259;1,07910688333994;0,236334951169684;0,594138429659665;0,0241764724139564;6;2;2;2;182;303;239;1,0952397053496;0,24973063642998;0,572094326079725;0,0240896858594581;6;2;2;2;174;291;259;1,07910688333994;0,236334951169684;0,594138429659665;0,0241764724139564;0;0;0;0;0;0;0;0;0;0;Inf
"BeefFarms.txt";542350;35;12;12;11;345;67;18;71537,7453980256;2043612,05747383;26666235,867284;0,07416;35;11;10;14;346;65;19;73544,8733084968;1842527,07076923;27396891,5235457;0,0742028624407851;37;6;8;23;309;84;37;25461,6124255087;613318,661422902;30314614,3564646;0,0730463476109356;35;11;11;13;343;67;20;67536,2771124276;1769933,78881711;28297016,91;0,0739281947275086;35;10;11;14;338;71;21;58777,6961118617;1689577,82851045;27582778,2226541;0,0736511611000266
"beta103.txt";772267,136016;6;2;2;2;742;248;10;9546,83275263693;617,96018363265;86,1508686392341;0,06653;6;2;2;2;189;397;414;5279,56368408934;1471,37318644807;1627,24058344069;0,0241364647615469;6;2;2;2;189;397;414;5279,56368408934;1471,37318644807;1627,24058344069;0,0241364647615469;6;2;2;2;189;397;414;5279,56368408934;1471,37318644807;1627,24058344069;0,0241364647615469;0;0;0;0;0;0;0;0;0;0;Inf
"CensoCO.txt";103377;35;19;11;5;7774;2155;48;10,5219733652689;48,8238801470707;15048,4513888889;0,075;35;14;12;9;6877;2974;126;7,65736908632119;31,818943848254;6297,91131267322;0,0746090801800267;37;10;16;11;5729;4040;208;5,23864555489809;25,2932788452113;3983,37072392751;0,0734803258109202;35;17;13;5;7398;2525;54;9,18419392628638;46,6256641505735;13566,8875171468;0,074571657806677;35;19;12;4;7774;2161;42;10,5206198827161;51,0120513647517;16501,9648661053;0,0747467745390648
"chi1.txt";939,601297267;35;10;12;13;591;299;110;0,036214687257291;0,259439082008733;2,2382141464973;0,07477;35;11;11;13;620;278;102;0,0459810076503082;0,258080454802116;2,26272046123863;0,0744987270106792;36;10;12;14;603;283;114;0,0399940730848044;0,237842835557708;2,22557452998241;0,0734464383393666;35;11;11;13;624;272;104;0,047505596216142;0,248303241134247;2,25696573813618;0,0744808745032683;35;10;10;15;609;265;126;0,0419724349296888;0,203983839148041;2,18239440617588;0,074836467352251
"chi5.txt";5051,940520634;13;7;3;3;608;279;113;1,50812948273532;1,15884551357224;8,42779717944988;0,07496;13;5;4;4;502;339;159;1,03644791507091;1,26977499599773;8,21558378836633;0,0736356757358066;14;5;4;5;466;363;171;0,914028647403118;1,31563748804071;8,17095022423954;0,0709627685777527;13;5;4;4;515;335;150;1,08341970220047;1,29952457221992;8,25676738502663;0,073570733722273;13;5;4;4;524;334;142;1,11458182940188;1,33687030447494;8,24128043905042;0,0734888460221946
"Debtors.txt";2825374;58;20;16;22;2691;545;133;47391,0335979615;748106,605154448;21319978,5570694;0,07493;58;20;17;21;2693;542;134;47633,0854197091;737859,429831429;21269166,9558922;0,0749396106449251;59;20;17;22;2673;562;134;45273,1020865288;744605,82446081;21269166,9558922;0,0742232970915464;59;21;16;22;2697;538;134;48123,0541819286;736361,227708987;21269166,9558922;0,0742192743944189;58;20;17;21;2670;565;134;44913,237339034;744187,28469694;21110441,8293557;0,0748007652138424
"GAMMA2000.txt";7996,7492586906;13;4;5;4;885;813;302;0,546296505233791;1,13422975724035;4,6107434156093;0,07495;13;5;4;4;996;690;314;0,673136442993295;0,901197110017149;4,67190550008583;0,0743201677367061;14;5;4;5;946;708;346;0,614000594180855;0,852236593899046;4,81963208078302;0,0717534840317374;13;5;4;4;996;692;312;0,673136442993295;0,909841601401858;4,66234989556478;0,0743167274850349;13;5;3;5;974;643;383;0,646132966714878;0,677790456258675;4,94722595116838;0,0748411670195796
"hies_income.txt";58274058,847893;20;9;3;8;2379;781;406;14635966,4969491;13747152,3495877;345194259,752474;0,07465;19;7;5;7;2170;1098;298;11471667,198474;27826497,7139977;366989117,635251;0,0746373323896626;20;7;6;7;2082;1118;366;10442695,0981498;22449312,7333177;353380343,031502;0,0722559799006845;19;7;6;6;2142;1122;302;11132929,1064664;27922854,6293142;366229792,809957;0,0739225681733744;20;10;5;5;2429;874;263;15551703,0306743;26968001,5948422;373389713,856006;0,0734120968220481
