"pop";"Tx";"nVNS";"nhVNS.1";"nhVNS.2";"nhVNS.3";"NhVNS.1";"NhVNS.2";"NhVNS.3";"VhVNS.1";"VhVNS.2";"VhVNS.3";"cvVNS";"nSTRATMH";"nhSTRATMH.1";"nhSTRATMH.2";"nhSTRATMH.3";"NhSTRATMH.1";"NhSTRATMH.2";"NhSTRATMH.3";"VhSTRATMH.1";"VhSTRATMH.2";"VhSTRATMH.3";"cvSTRATMH";"nLH";"nhLH.1";"nhLH.2";"nhLH.3";"NhLH.1";"NhLH.2";"NhLH.3";"VhLH.1";"VhLH.2";"VhLH.3";"cvLH";"nKO";"nhKO.1";"nhKO.2";"nhKO.3";"NhKO.1";"NhKO.2";"NhKO.3";"VhKO.1";"VhKO.2";"VhKO.3";"cvKO";"nBarca";"nhBarca.1";"nhBarca.2";"nhBarca.3";"NhBarca.1";"NhBarca.2";"NhBarca.3";"VhBarca.1";"VhBarca.2";"VhBarca.3";"cvBarca"
"iso2004.txt";135501719204;21;4;4;13;353;110;24;1589062261272848;19358334633479660;3785732705148553728;0,09963;21;6;5;10;377;95;15;2418266026014203;50348551094215088;4655807634754842624;0,0982915789995369;23;5;6;12;357;110;20;1700580118054752;28527998558737772;4119699925846889472;0,0910053767731781;21;5;6;10;374;97;16;2293223582461552;45072059846383656;4544810404350067200;0,0971342253615781;20;5;6;9;376;96;15;2369379753503454;49822165680460000;4345420459104534016;0,0993702539189465
"Kozak1.txt";64445;6;2;2;2;2193;1503;304;6,40409386164035;8,77169502202072;33,2070204293629;0,08034;6;2;2;2;1626;1674;700;4,23773580909241;4,8912416193123;33,3813551020408;0,0704198331819202;6;2;2;2;1316;1699;985;3,26996470838222;3,76410110022133;34,0523424978742;0,07717988445815;6;2;2;2;1626;1674;700;4,23773580909241;4,8912416193123;33,3813551020408;0,0704198331819202;6;2;2;2;1316;1699;985;3,26747993276795;3,76188561987983;34,0177715917849;0,0771454365832627
"Kozak2.txt";11295808;10;3;5;2;1958;1777;265;251350,033129843;1022470,42027926;8563903,10738341;0,09949;10;3;4;3;2104;1468;428;291709,030460719;571799,510865772;7762601,48849244;0,0972897522571321;11;4;3;4;2104;1468;428;291709,030460719;571799,510865772;7762601,48849244;0,0921845398177014;10;3;3;4;2086;1480;434;286468,227573174;568338,45337427;7737091,31833337;0,0965735219638957;10;2;4;4;1749;1769;482;203113,781166061;615661,637672705;7532567,24838932;0,097972743481395
"Kozak3.txt";448235;15;5;6;4;1244;657;99;2286,01069571241;13009,5852648796;158067,656157535;0,09987;15;5;5;5;1256;624;120;2360,08472389854;10598,0270355646;155125,336041667;0,0994852615499843;17;6;6;5;1251;621;128;2328,29426818258;9964,79516960074;153888,174743652;0,0926117449469872;15;5;6;4;1238;643;119;2251,03060854314;10881,3359713048;155301,974154368;0,0988036791178741;15;5;6;4;1238;642;120;2249,21232856856;10769,1772164702;153832,624907986;0,0986399098100233
"ME84.txt";505256;17;9;5;3;236;45;3;261283,877693192;2446437,89432099;103280422,222222;0,09768;17;8;7;2;226;55;3;199330,836635602;2666518,39471074;103280422,222222;0,0967208366643888;18;8;7;3;226;55;3;199330,836635602;2666518,39471074;103280422,222222;0,093531082162499;17;7;7;3;223;58;3;185000,08248708;2710951,67449465;103280422,222222;0,097334991012556;16;9;5;2;236;45;3;260176,74261822;2392072,60778052;68853614,8148146;0,099218950670889
"mrts.txt";33765595,919363;21;6;9;6;1253;674;73;14940668,1279122;77209592,4293799;4022591911,48198;0,09829;21;7;7;7;1347;577;76;17612863,5155934;72983212,2031884;3929827719,98339;0,0978430241130836;22;7;7;8;1231;667;102;14358143,7967046;52728692,8583383;3301177878,87753;0,0953388346002352;21;7;7;7;1314;610;76;16648095,6990276;73442075,7503271;3929827719,98339;0,0977221156352295;21;10;7;4;1512;449;39;23577889,3320897;132445954,069694;5362261180,47633;0,0979543087539385
"p100e10.txt";99569,17584056;6;2;2;2;879;16;105;61,3438644365777;0,0551188203943851;13,2488313269955;0,04891;6;2;2;2;304;398;298;22,2130487259299;7,6305457811776;21,8232978431395;0,0161427545519407;6;2;2;2;304;398;298;22,2130487259299;7,6305457811776;21,8232978431395;0,0161427545519407;6;2;2;2;304;404;292;22,2130487259299;7,88599825848629;21,5969047972193;0,0161145346581048;0;0;0;0;0;0;0;0;0;0;Inf
"p75.txt";8182;17;9;6;2;230;51;3;64,9089603024575;671,405613225682;30000,2222222222;0,09992;17;8;7;2;227;54;3;60,5631780162627;680,528463648834;30000,2222222222;0,0998981056572127;20;4;7;9;184;89;11;20,8443998109641;290,011867188486;31199,1404958678;0,0907404139112112;18;8;7;3;226;55;3;59,231204479599;683,264132231405;30000,2222222222;0,0964267414479286;17;7;8;2;218;63;3;49,2738992717537;684,84972825109;20000,1481481482;0,0985677087466636
"pop1076.txt";22952;25;8;6;11;959;99;18;23,5842819412383;790,189368431793;118582,978395062;0,09992;25;8;5;12;935;122;19;18,334691869942;662,893644181672;117438,725761773;0,0991663729632798;26;7;7;12;925;132;19;16,7562495252009;652,264634986226;117438,725761773;0,0961660534351887;26;8;6;12;935;122;19;18,334691869942;662,893644181672;117438,725761773;0,0959669642804359;25;8;6;11;948;110;18;20,8262652133747;766,950942900077;111995,035150891;0,0980549687247634
"pop1616.txt";55876;34;8;9;17;1402;173;41;39,0700955024512;3090,37348391193;202652,44497323;0,09967;34;8;9;17;1406;167;43;40,5488325789292;2720,40546452006;198676,849107626;0,0996519748964738;35;9;8;18;1406;167;43;40,5488325789292;2720,40546452006;198676,849107626;0,0976059544534606;34;8;8;18;1400;172;44;38,4228571428571;2568,40143320714;196947,754132231;0,0995374526376053;34;8;9;17;1395;179;42;36,917420513344;2872,01787235244;195794,174616672;0,0992142503220663
"pop2911.txt";119919;38;9;11;18;2294;528;89;76,5624155809211;1857,54691445707;150350,893574044;0,09988;38;10;11;17;2266;552;93;69,1205852819491;1718,84724519534;146221,655451497;0,0996472131273635;39;9;12;18;2249;569;93;64,9115549799219;1721,83301262351;146221,655451497;0,0981275412115347;38;9;11;18;2249;564;98;64,9115549799219;1577,91891755948;141635,180341524;0,0996372789523741;39;8;14;17;2176;647;88;50,3600968718651;1901,09618934717;149718,498544328;0,0987866441893531
"pop500.txt";6837621;8;2;2;4;482;14;4;1936835,62523028;1026830020,55102;3619867995303,69;0,08147;8;2;2;4;470;26;4;449206,888076053;911661232,994083;3619867995303,69;0,0845017129825871;8;2;2;4;476;20;4;779811,733436021;985549453,0475;3619867995303,69;0,07533932492327;8;2;2;4;476;20;4;779811,733436021;985549453,0475;3619867995303,69;0,07533932492327;8;2;2;4;477;19;4;903636,939943086;945355286,283131;2714900996477,77;0,073859086912458
"pop800.txt";1535971;22;5;5;12;709;79;12;109881,334011033;10443322,9613844;15841342191,6875;0,09912;22;4;6;12;699;89;12;85133,0800100696;10474661,9186971;15841342191,6875;0,0992415829417279;22;5;6;11;707;82;11;104052,238728096;11801109,0737656;16833502337,9008;0,0978444108849287;22;5;6;11;707;82;11;104052,238728096;11801109,0737656;16833502337,9008;0,0978444108849287;22;5;6;11;709;80;11;109726,353286052;11652359,7003203;15303183943,5462;0,0975509790452719
"rev84.txt";877017;16;6;8;2;203;78;3;477503,637797568;5908436,11965812;292993091,555556;0,09976;16;7;6;3;215;66;3;614552,942477015;5585457,16919192;292993091,555556;0,0994846620250871;17;7;7;3;215;66;3;614552,942477015;5585457,16919192;292993091,555556;0,0956245173612546;17;7;7;3;215;66;3;614552,942477015;5585457,16919192;292993091,555556;0,0956245173612546;16;7;7;2;214;67;3;598261,592907351;5533830,48630319;195328727,703705;0,0971335917083175
"SugarCaneFarms.txt";20364;6;2;2;2;193;99;46;92,7795108593519;100,895826956433;1703,48629489603;0,09721;6;2;2;2;184;129;25;81,7876890359168;214,99164713659;1811,1424;0,0938335886149478;7;2;2;3;167;119;52;64,3762773853491;104,66803191865;1638,77514792899;0,0851601909831109;6;2;2;2;187;126;25;85,3519974834854;210,570420760897;1811,1424;0,0937152365920937;6;2;2;2;172;132;34;68,5512517765731;181,05198028842;1768,43947180948;0,0921011073837146
"Swiss.txt";987317;15;6;4;5;1715;912;269;6695,0203211247;15876,700580948;199604,981191526;0,09816;15;5;5;5;1662;951;283;6200,38131497435;15416,2327772747;198506,065951629;0,0977402712594528;15;5;5;5;1660;951;285;6182,67574212513;15287,6032888066;198354,847645429;0,0977465199682487;15;5;5;5;1662;951;283;6200,38131497435;15416,2327772747;198506,065951629;0,0977402712594528;15;4;4;7;1566;930;400;5423,99981113269;9851,99182103096;189481,49413725;0,0997187742596806
"TRI900.txt";454,53090058127;6;2;2;2;313;236;351;0,00906270749718454;0,0016386864121489;0,00990588267825586;0,07274;6;2;2;2;290;355;255;0,00847737333382451;0,00397878888212055;0,0072410201975123;0,0636460752434063;6;2;2;2;290;352;258;0,00847737333382451;0,00390946576100298;0,00732735435961786;0,0636431650261645;6;2;2;2;290;355;255;0,00847737333382451;0,00397878888212055;0,0072410201975123;0,0636460752434063;6;2;2;2;327;206;367;0,00939471410606621;0,0011652045541577;0,010331572859117;0,0767089137970701
"USbanks.txt";80548;7;3;2;2;250;73;34;1541,5124;6163,2144867705;27505,7171280277;0,09828;7;3;2;2;257;76;24;1749,10427107148;7848,53670360111;16224,7899305556;0,0996394302210617;8;2;2;4;216;88;53;773,617283950617;3760,25090392562;33830,5909576362;0,0912926989265314;7;2;2;3;218;88;51;803,109502567124;4097,76639979339;33479,7400999616;0,0975454093854033;7;2;2;3;212;91;54;716,293633439851;3659,1930421951;33390,1077071586;0,0972929714341832
"UScities.txt";33812;9;4;2;3;729;228;81;29,6927636369795;179,809941520468;1337,16811461667;0,09974;9;5;2;2;795;192;51;39,7886064633519;272,874321831597;971,474048442906;0,0989289600060762;11;2;4;5;497;413;128;13,5341303353319;79,5871348252027;1500,0068359375;0,0923437545523064;10;5;3;2;807;190;41;42,9641596378651;328,187700831025;653,005353955979;0,0933863894241445;9;4;3;2;790;190;58;38,5515297086032;241,593307479226;1105,95752183361;0,0964802808952179
"UScolleges.txt";1058151;10;4;3;3;466;149;62;82295,5785011697;499266,211341831;2473629,35379813;0,09941;10;4;3;3;481;135;61;91722,1917782167;480075,28702332;2410205,85219027;0,0989150779018529;12;5;3;4;478;130;69;89537,3843595175;341201,000532544;2835174,47174963;0,0901785372377527;10;4;3;3;469;145;63;83969,9418806061;473708,572841855;2533096,11085916;0,0992119937374737;10;5;3;2;492;129;56;101386,69512531;570377,724400693;2100332,45572728;0,0996766419417913
"WEIBULL1500.txt";2682,82203004894;30;8;9;13;1078;323;99;0,147395436872433;2,17050815596352;40,0045114773628;0,09996;30;9;10;11;1109;302;89;0,179029814722133;2,37723921140056;40,370443330134;0,0991152443332735;32;10;10;12;1109;302;89;0,179029814722133;2,37723921140056;40,370443330134;0,0956417528825964;30;10;9;11;1116;296;88;0,187545514056538;2,38865047805839;40,439629448554;0,0990443273825583;30;9;10;11;1102;313;85;0,171132176851806;2,58067441527954;40,1443621282728;0,0988525519531678
