"pop";"Tx";"nVNS";"nhVNS.1";"nhVNS.2";"nhVNS.3";"nhVNS.4";"NhVNS.1";"NhVNS.2";"NhVNS.3";"NhVNS.4";"VhVNS.1";"VhVNS.2";"VhVNS.3";"VhVNS.4";"cvVNS";"nSTRATMH";"nhSTRATMH.1";"nhSTRATMH.2";"nhSTRATMH.3";"nhSTRATMH.4";"NhSTRATMH.1";"NhSTRATMH.2";"NhSTRATMH.3";"NhSTRATMH.4";"VhSTRATMH.1";"VhSTRATMH.2";"VhSTRATMH.3";"VhSTRATMH.4";"cvSTRATMH";"nLH";"nhLH.1";"nhLH.2";"nhLH.3";"nhLH.4";"NhLH.1";"NhLH.2";"NhLH.3";"NhLH.4";"VhLH.1";"VhLH.2";"VhLH.3";"VhLH.4";"cvLH";"nKO";"nhKO.1";"nhKO.2";"nhKO.3";"nhKO.4";"NhKO.1";"NhKO.2";"NhKO.3";"NhKO.4";"VhKO.1";"VhKO.2";"VhKO.3";"VhKO.4";"cvKO";"nBarca";"nhBarca.1";"nhBarca.2";"nhBarca.3";"nhBarca.4";"NhBarca.1";"NhBarca.2";"NhBarca.3";"NhBarca.4";"VhBarca.1";"VhBarca.2";"VhBarca.3";"VhBarca.4";"cvBarca"
"AgrMinas.txt";1197026;17;3;3;5;6;497;217;111;19;34929,0556133582;191003,218883391;2118677,64597029;83836979,0858726;0,09973;17;4;3;4;6;542;199;87;16;51925,7993933906;264303,728138178;2469836,04386313;83501273,4375;0,0985174878432609;19;4;4;5;6;516;216;93;19;41038,9592985698;243399,355431241;1939555,84067522;83836979,0858726;0,0919814459986156;17;4;3;5;5;537;197;94;16;49600,1208451671;227359,253162926;2524074,75961974;83501273,4375;0,0974529208751691;17;3;3;6;5;519;200;109;16;42169,5326035981;182871,054353125;2630401,21594807;78282443,8476563;0,0982924748494135
"anaemia_Haemoglobin.txt";8857,7;8;2;2;2;2;10;220;271;223;0,3621;0,82258347107438;0,187035851908335;0,555736089605663;0,02265;8;2;2;2;2;88;215;271;150;0,786714876033058;0,230261546782044;0,178944186489835;0,458072888888889;0,0159084932964886;8;2;2;2;2;105;234;235;150;0,883718820861678;0,231217218204398;0,133355545495699;0,458072888888889;0,0158820493320475;8;2;2;2;2;88;215;271;150;0,786714876033058;0,230261546782044;0,178944186489835;0,458072888888889;0,0159084932964886;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"BeefFarms.txt";542350;13;2;3;4;4;274;94;48;14;12430,4972694336;177530,5314622;2359058,40972222;20295988,7806122;0,09973;13;4;2;3;4;309;74;34;13;25461,6124255087;352625,242695398;2132799,58477509;18256426,3786982;0,0979595895401889;14;3;3;4;4;294;81;41;14;18311,3208963858;229133,582990398;2086969,97858418;20295988,7806122;0,0923130118156256;13;3;3;3;4;309;74;34;13;25461,6124255087;352625,242695398;2132799,58477509;18256426,3786982;0,0958681852208905;12;3;2;4;3;303;73;41;13;22160,6711389304;225965,510196213;2340751,02682782;16852085,8880292;0,0988650218157111
"beta103.txt";772267,136016;8;2;2;2;2;51;668;89;192;2200,80261685595;5498,13615147194;61,3294175006097;514,362239935374;0,04551;8;2;2;2;2;115;309;295;281;3859,17147060887;1144,44540364847;670,744595419781;861,432395510968;0,015436537371245;8;2;2;2;2;115;321;286;278;3859,17147060887;1208,37448326611;616,273581534261;847,628758847735;0,0155650615872726;8;2;2;2;2;115;309;296;280;3859,17147060887;1144,44540364847;675,311574974053;856,658465398683;0,0154348906378715;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"CensoCO.txt";103377;11;3;2;3;3;5102;3257;1564;54;4,26346901876744;3,63484029909741;46,7473929886644;13566,8875171468;0,09994;11;3;2;4;2;5102;3655;1198;22;4,26346901876744;5,69110649916442;68,7181947653435;29501,7210743802;0,0996065489060937;16;2;4;6;4;2685;4713;2478;101;1,83689425701098;3,88514813525743;35,4160075980981;7711,39613763356;0,0882435057588368;12;4;3;3;2;5102;3655;1196;24;4,26346901876744;5,69110649916442;66,3331366539524;27419,984375;0,0926988262510775;11;4;3;2;2;5729;3288;922;38;5,23773114652753;6,79267914774295;53,6278502312815;17970,59359965;0,0979063902031737
"chi1.txt";939,601297267;12;2;2;3;5;427;288;200;85;0,00652625659508288;0,0532367788267726;0,207321263486213;2,35957644769299;0,09936;12;2;4;3;3;481;284;180;55;0,0126308811716511;0,084414745102845;0,269700274949192;2,58503704405909;0,0979014643456937;14;2;3;4;5;438;277;197;88;0,0075013349350116;0,0507193723397088;0,195353447415049;2,33839032602929;0,0907590888093769;12;2;3;3;4;481;284;174;61;0,0126308811716511;0,084414745102845;0,239434421531753;2,53954665810111;0,096860275612914;12;3;3;3;3;518;265;160;57;0,0186560547109669;0,0933460416300759;0,227858220355604;2,52433935764918;0,0970610579251725
"chi5.txt";5051,940520634;8;2;2;2;2;444;346;82;128;0,845604653786083;1,04957381748426;0,161074931149989;8,37625462331188;0,09146;8;2;2;2;2;343;308;260;89;0,596994788213983;0,488372300182417;1,20416037642883;8,42266584500009;0,0716225709014552;8;2;2;2;2;343;308;260;89;0,596994788213983;0,488372300182417;1,20416037642883;8,42266584500009;0,0716225709014552;8;2;2;2;2;330;321;263;86;0,57155722983124;0,519680003515761;1,25244658825355;8,42066729993902;0,0716275578919847;8;2;2;2;2;467;210;248;75;0,915549823534658;0,335002677209799;1,29398192036509;8,32281030642289;0,081369056295205
"Debtors.txt";2825374;19;4;4;6;5;2151;848;307;63;14407,4719997683;110575,336984636;1587832,95608441;25242006,5492567;0,09968;19;3;5;6;5;2079;910;311;69;12219,9633514189;104620,513591354;1420767,94753983;24840996,5410628;0,0996145885652935;21;4;5;6;6;2079;910;308;72;12219,9633514189;104620,513591354;1346923,45479845;24705371,9375;0,0942150662778265;20;4;5;6;5;2079;914;310;66;12219,9633514189;107874,76641497;1504320,16096774;25051201,5307622;0,0968665871993925;20;3;4;7;6;2053;878;364;74;11508,4959872758;71549,8897490748;1410857,19729147;24277749,7928454;0,0978447573594972
"GAMMA2000.txt";7996,7492586906;8;2;2;2;2;541;841;342;276;0,244623511437911;0,580146400318527;0,394331005692273;4,45619260229958;0,08217;8;2;2;2;2;647;676;469;208;0,327180413587363;0,371622608998396;0,806267486897171;3,92144923417169;0,0713159677191425;8;2;2;2;2;647;672;461;220;0,327180413587363;0,36551737617575;0,744610208129367;4,02506150207387;0,0713835655869509;8;2;2;2;2;655;663;460;222;0,334126433492684;0,357766643072257;0,735443972248827;4,04116554957652;0,0714002626541548;8;2;2;2;2;517;632;629;222;0,225367178780187;0,259593236373495;1,09208230694165;4,02296210115499;0,0786203199492248
"hies_income.txt";58274058,847893;8;2;2;2;2;1589;1345;446;186;6302335,44601125;13593831,9815041;25584325,8858849;402813321,51904;0,09344;8;2;2;2;2;1519;1206;634;207;5846316,62942091;8057455,4775205;28964062,9247677;394245557,407538;0,0887593586323429;9;2;2;2;3;1404;1188;722;252;5168531,1318108;6270423,04603518;24402233,6878925;377696930,039161;0,0836233647727071;8;2;2;2;2;1150;1415;767;234;3978062,39918768;7523656,58996598;28407874,1358378;384255183,805939;0,0922703032330203;8;2;2;2;2;1281;1279;758;248;4536420,32198309;6529508,36531201;25915000,2647538;377562163,524958;0,0907890285252392
"iso2004.txt";135501719204;13;3;3;2;5;355;107;18;7;1643718768823762;17633851593303640;213058418737629152;6604083660042021888;0,09985;14;3;5;4;2;357;107;21;2;1700580118054752;20733901399332092;618716135065036544;9004205222104521728;0,096820449579083;16;3;3;3;7;314;125;35;13;920420545929297;7187070767867906;71764828323957304;4942428055969954816;0,0898905107406318;14;4;4;4;2;357;107;21;2;1700580118054752;20733901399332092;618716135065036544;9004205222104521728;0,0950628243816895;13;4;2;3;4;377;81;22;7;2411851527271455;11580850209207458;228431905393361216;5660643137178856448;0,099940499286688
"Kozak1.txt";64445;8;2;2;2;2;316;2541;1126;17;0,995593654863003;7,31749051873556;24,1662370768119;60,2975778546713;0,09685;8;2;2;2;2;1316;1346;900;438;3,26996470838222;1,9938914266916;3,70118024691358;32,9478743145472;0,0472505257759042;8;2;2;2;2;785;1133;1382;700;1,92243742139641;1,21336086855928;3,77374440030075;33,3813551020408;0,0562093475796838;8;2;2;2;2;1316;1346;900;438;3,26996470838222;1,9938914266916;3,70118024691358;32,9478743145472;0,0472505257759042;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
