"pop";"Tx";"nVNS";"nhVNS.1";"nhVNS.2";"nhVNS.3";"nhVNS.4";"NhVNS.1";"NhVNS.2";"NhVNS.3";"NhVNS.4";"VhVNS.1";"VhVNS.2";"VhVNS.3";"VhVNS.4";"cvVNS";"nSTRATMH";"nhSTRATMH.1";"nhSTRATMH.2";"nhSTRATMH.3";"nhSTRATMH.4";"NhSTRATMH.1";"NhSTRATMH.2";"NhSTRATMH.3";"NhSTRATMH.4";"VhSTRATMH.1";"VhSTRATMH.2";"VhSTRATMH.3";"VhSTRATMH.4";"cvSTRATMH";"nLH";"nhLH.1";"nhLH.2";"nhLH.3";"nhLH.4";"NhLH.1";"NhLH.2";"NhLH.3";"NhLH.4";"VhLH.1";"VhLH.2";"VhLH.3";"VhLH.4";"cvLH";"nKO";"nhKO.1";"nhKO.2";"nhKO.3";"nhKO.4";"NhKO.1";"NhKO.2";"NhKO.3";"NhKO.4";"VhKO.1";"VhKO.2";"VhKO.3";"VhKO.4";"cvKO";"nBarca";"nhBarca.1";"nhBarca.2";"nhBarca.3";"nhBarca.4";"NhBarca.1";"NhBarca.2";"NhBarca.3";"NhBarca.4";"VhBarca.1";"VhBarca.2";"VhBarca.3";"VhBarca.4";"cvBarca"
"AgrMinas.txt";1197026;27;7;5;7;8;554;187;87;16;58288,2158375582;246232,008235866;2469836,04386313;83501273,4375;0,07468;27;6;6;6;9;537;197;91;19;49600,1208451671;227359,253162926;1921516,04347301;83836979,0858726;0,0748611018771344;29;6;6;7;10;516;216;93;19;41038,9592985698;243399,355431241;1939555,84067522;83836979,0858726;0,0713268542530977;28;7;5;8;8;537;197;94;16;49600,1208451671;227359,253162926;2524074,75961974;83501273,4375;0,0729398621473224;27;6;8;5;8;537;224;67;16;49507,7556294406;430763,349364611;2216542,97827859;78282443,8476563;0,0749637485127225
"anaemia_Haemoglobin.txt";8857,7;8;2;2;2;2;12;2;82;628;0,366388888888889;0;0,348036882807852;1,53476213538075;0,06213;8;2;2;2;2;88;215;271;150;0,786714876033058;0,230261546782044;0,178944186489835;0,458072888888889;0,0159084932964886;8;2;2;2;2;105;234;235;150;0,883718820861678;0,231217218204398;0,133355545495699;0,458072888888889;0,0158820493320475;8;2;2;2;2;88;215;271;150;0,786714876033058;0,230261546782044;0,178944186489835;0,458072888888889;0,0159084932964886;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"BeefFarms.txt";542350;20;5;4;5;6;302;79;35;14;21765,1412328407;329754,665918923;1881000,56816327;20295988,7806122;0,07496;20;4;4;6;6;300;76;40;14;20823,2597666667;235083,683344875;2051902,249375;20295988,7806122;0,0743917026531692;21;4;4;6;7;294;81;40;15;18311,3208963858;229133,582990398;1814774,71;22139850,8622222;0,0723211118631793;21;4;4;6;7;295;81;40;14;18728,8802757828;243857,92866941;2051902,249375;20295988,7806122;0,0721552349315617;21;4;5;6;6;292;88;37;13;17520,6398049443;323858,061214548;2209281,00858785;16852085,8880292;0,0718708991767247
"beta103.txt";772267,136016;8;2;2;2;2;193;72;33;702;5327,39032094087;68,9943957236068;10,6544143088406;4243,69028585568;0,04374;8;2;2;2;2;115;309;296;280;3859,17147060887;1144,44540364847;675,311574974053;856,658465398683;0,0154348906378715;8;2;2;2;2;115;321;286;278;3859,17147060887;1208,37448326611;616,273581534261;847,628758847735;0,0155650615872726;8;2;2;2;2;115;309;296;280;3859,17147060887;1144,44540364847;675,311574974053;856,658465398683;0,0154348906378715;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"CensoCO.txt";103377;18;6;5;5;2;5102;3655;1193;27;4,26346901876744;5,69110649916442;63,1657749276479;24812,8504801097;0,07489;18;6;5;5;2;5102;3655;1198;22;4,26346901876744;5,69110649916442;68,7181947653435;29501,7210743802;0,074799683304387;24;3;6;9;6;2685;4713;2478;101;1,83689425701098;3,88514813525743;35,4160075980981;7711,39613763356;0,0718576508167569;19;6;5;6;2;5102;3655;1199;21;4,26346901876744;5,69110649916442;70,3961683387811;30707,1337868481;0,072754909054373;19;6;6;4;3;5102;3915;919;41;4,2626333721546;7,90232272979429;51,3719716280309;16845,0869836479;0,0737808285720612
"chi1.txt";939,601297267;20;4;5;4;7;485;290;156;69;0,0132432274808111;0,0942421378439158;0,188445690014121;2,47838818057665;0,07497;20;3;5;6;6;481;284;179;56;0,0126308811716511;0,084414745102845;0,264416519673063;2,5776613528074;0,0742969366536014;22;3;4;6;9;438;277;197;88;0,0075013349350116;0,0507193723397088;0,195353447415049;2,33839032602929;0,0711290495823123;20;3;5;6;6;467;286;187;60;0,0108302632930626;0,0764197164830376;0,263796649797314;2,54717462606682;0,0743030439843728;20;2;5;7;6;438;299;201;62;0,00748420859954354;0,0684144004246887;0,27714182370636;2,49092378815774;0,0745200725214095
"chi5.txt";5051,940520634;8;2;2;2;2;318;315;262;105;0,549673708562169;0,466034673759138;1,10330345987933;8,4432238217948;0,07241;8;2;2;2;2;343;308;260;89;0,596994788213983;0,488372300182417;1,20416037642883;8,42266584500009;0,0716225709014552;9;2;2;3;2;343;308;260;89;0,596994788213983;0,488372300182417;1,20416037642883;8,42266584500009;0,0678101700689754;8;2;2;2;2;343;308;259;90;0,596994788213983;0,488372300182417;1,1896894866486;8,4270278618976;0,0716143074201162;8;2;2;2;2;270;376;279;75;0,452476647282046;0,630639807926495;1,48846977183012;8,32281030642289;0,0743311159689715
"Debtors.txt";2825374;33;6;7;10;10;2039;917;339;74;11152,5584905043;85415,5372540252;1373077,56046327;24610321,7078159;0,07496;33;6;7;11;9;2079;910;311;69;12219,9633514189;104620,513591354;1420767,94753983;24840996,5410628;0,0746933677161652;34;6;8;10;10;2055;932;310;72;11567,4476911692;103933,652161349;1351175,20583767;24705371,9375;0,0733084653099167;33;6;8;10;9;2071;918;312;68;11999,4422538745;104906,672599807;1451249,39717908;24914736,3414792;0,0744848186185241;33;8;7;9;9;2285;727;285;72;19126,3476856133;117245,498977821;1298778,72570372;24362241,7717014;0,0749443958082715
"GAMMA2000.txt";7996,7492586906;8;2;2;2;2;521;725;515;239;0,228877089377141;0,369068184508418;0,797171159348952;4,1745135594581;0,07411;8;2;2;2;2;647;676;469;208;0,327180413587363;0,371622608998396;0,806267486897171;3,92144923417169;0,0713159677191425;9;2;2;2;3;647;668;461;224;0,327180413587363;0,359554480911329;0,730396858249711;4,05636740474128;0,06762699863704;8;2;2;2;2;647;676;469;208;0,327180413587363;0,371622608998396;0,806267486897171;3,92144923417169;0,0713159677191425;8;2;2;2;2;724;583;515;178;0,393641800448066;0,289176008283685;1,04276272048592;3,58165655153596;0,0735261027533606
"hies_income.txt";58274058,847893;12;2;5;2;3;1308;1575;503;180;4667968,5892846;14285773,3552387;29151717,6133974;405098577,439506;0,07485;12;2;3;3;4;1519;1206;634;207;5846316,62942091;8057455,4775205;28964062,9247677;394245557,407538;0,0740811699801144;13;3;3;3;4;1404;1188;722;252;5168531,1318108;6270423,04603518;24402233,6878925;377696930,039161;0,0696102896991993;12;3;3;3;3;1519;1208;642;197;5846316,62942091;8100749,7225977;31115969,0911227;398342825,933547;0,0722932029609058;12;2;2;4;4;1273;1107;952;234;4500658,82810456;4150497,64749785;33168299,6478122;382613067,635827;0,0744272944270021
"iso2004.txt";135501719204;21;2;4;4;11;264;165;43;15;450074368796642;6117007349369629;50645260036196936;4655807634754842624;0,07483;20;4;6;3;7;353;106;20;8;1589062261272848;14726873635987652;180075117816319424;6167198421181041664;0,0746860347027065;23;4;4;4;11;313;119;41;14;906650144276115;5663011248957546;59512645751842992;4785877050785761280;0,0668856756500776;20;5;5;3;7;353;106;20;8;1589062261272848;14726873635987652;180075117816319424;6167198421181041664;0,0730697328890885;20;5;5;4;6;355;107;19;6;1639088575108765;17469049241964484;272594492812863872;6005626583494814720;0,0731642871592724
"Kozak1.txt";64445;8;2;2;2;2;1316;1699;946;39;3,26996470838222;3,76410110022133;18,9195868662534;55,5042735042735;0,06349;8;2;2;2;2;1316;1346;900;438;3,26996470838222;1,9938914266916;3,70118024691358;32,9478743145472;0,0472505257759042;8;2;2;2;2;785;1133;1382;700;1,92243742139641;1,21336086855928;3,77374440030075;33,3813551020408;0,0562093475796838;8;2;2;2;2;1316;1346;900;438;3,26996470838222;1,9938914266916;3,70118024691358;32,9478743145472;0,0472505257759042;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"Kozak2.txt";11295808;10;2;2;2;4;1483;1380;774;363;152474,792263318;191698,245297206;352009,874680341;8064456,95914821;0,07499;10;2;3;2;3;1580;1346;837;237;169478,188051194;196965,673638142;636634,551700118;8727922,07726682;0,0747933169268587;12;3;3;3;3;1579;1345;836;240;169291,985752681;196295,139683531;626983,312057874;8709974,21972222;0,0667913813943992;10;2;2;3;3;1436;1334;957;273;144645,028720292;167853,32046252;612478,512180501;8517210,6291779;0,0737350592928044;10;3;2;3;2;1643;1251;883;223;181300,979221961;170021,720699007;708967,94378768;8770348,57429836;0,0738252574171838
"Kozak3.txt";448235;15;3;4;4;4;931;667;327;75;1068,35850251684;2701,03293180996;11315,5504867716;158657,051733333;0,07454;15;4;3;4;4;987;595;342;76;1219,58202529541;2217,9373886025;11436,282488629;158794,565616343;0,0741260422992747;17;4;4;5;4;979;603;342;76;1196,74247867109;2252,79344570679;11436,282488629;158794,565616343;0,0694779504904263;15;4;3;4;4;999;579;341;81;1254,72199126053;2110,65235457477;10639,2955168944;159373,001676574;0,0740131106611726;15;4;3;3;5;1015;563;318;104;1301,14553117731;2035,15717855695;7354,33739932964;155888,482604119;0,0744705816752689
