"pop";"Tx";"nVNS";"nhVNS.1";"nhVNS.2";"nhVNS.3";"nhVNS.4";"nhVNS.5";"NhVNS.1";"NhVNS.2";"NhVNS.3";"NhVNS.4";"NhVNS.5";"VhVNS.1";"VhVNS.2";"VhVNS.3";"VhVNS.4";"VhVNS.5";"cvVNS";"nSTRATMH";"nhSTRATMH.1";"nhSTRATMH.2";"nhSTRATMH.3";"nhSTRATMH.4";"nhSTRATMH.5";"NhSTRATMH.1";"NhSTRATMH.2";"NhSTRATMH.3";"NhSTRATMH.4";"NhSTRATMH.5";"VhSTRATMH.1";"VhSTRATMH.2";"VhSTRATMH.3";"VhSTRATMH.4";"VhSTRATMH.5";"cvSTRATMH";"nLH";"nhLH.1";"nhLH.2";"nhLH.3";"nhLH.4";"nhLH.5";"NhLH.1";"NhLH.2";"NhLH.3";"NhLH.4";"NhLH.5";"VhLH.1";"VhLH.2";"VhLH.3";"VhLH.4";"VhLH.5";"cvLH";"nKO";"nhKO.1";"nhKO.2";"nhKO.3";"nhKO.4";"nhKO.5";"NhKO.1";"NhKO.2";"NhKO.3";"NhKO.4";"NhKO.5";"VhKO.1";"VhKO.2";"VhKO.3";"VhKO.4";"VhKO.5";"cvKO";"nBarca";"nhBarca.1";"nhBarca.2";"nhBarca.3";"nhBarca.4";"nhBarca.5";"NhBarca.1";"NhBarca.2";"NhBarca.3";"NhBarca.4";"NhBarca.5";"VhBarca.1";"VhBarca.2";"VhBarca.3";"VhBarca.4";"VhBarca.5";"cvBarca"
"pop1616.txt";55876;68;9;6;7;7;39;1085;334;112;46;39;7,09862260825246;33,2440030119402;373,068558673469;2522,62948960302;207117,531886916;0,02995;68;10;6;8;8;36;1085;336;116;43;36;7,09862260825246;34,858808106576;468,327288941736;3199,65494862088;214851,302469136;0,0299870645313771;311;2;2;2;4;301;416;271;308;299;322;0,239806767751479;0,239702618428398;1,17738024962051;7,02121900202459;63015,4273851318;0,0230260288645593;68;7;7;9;9;36;995;409;130;46;36;4,7501366127118;27,6903653134546;444,122130177515;3344,70888468809;214851,302469136;0,029549966395157;68;9;8;9;9;33;1046;379;116;42;33;5,94081885008444;39,9706007752874;552,888690213827;3865,48850016197;216491,2543618;0,0298200732025768
"pop2911.txt";119919;96;18;18;21;19;20;1795;681;306;109;20;19,4270447932589;122,017069136905;777,59630911188;6212,01447689588;322032,56;0,03;96;19;18;19;21;19;1795;690;296;111;19;19,4270447932589;129,112203318631;752,453935354273;6536,14625436247;324503,778393352;0,0299993583555159;100;11;17;24;27;21;1481;864;410;135;21;9,30173190824493;65,0666138867455;594,641975014872;7132,19950617284;319302,657596372;0,0293816434750006;97;19;17;20;21;20;1795;674;311;111;20;19,4270447932589;116,738117355969;755,83523743551;6311,77258339421;322032,56;0,0297447081600813;100;11;8;22;25;34;1559;664;495;159;34;11,1765451293076;27,1558379454729;416,929489355344;5286,7274297276;257230,120191329;0,0299197715693304
"pop500.txt";6837621;12;2;2;2;2;4;384;77;27;8;4;9761,90863037109;370259,050430089;51012957,0397805;947091828,109375;3619867995303,69;0,02988;12;2;2;2;2;4;413;56;18;9;4;23813,2336708312;842475,952806122;38463477,9506173;965075621,111111;3619867995303,69;0,0289683370426358;14;2;2;2;2;6;384;80;21;9;6;9761,90863037109;494395,40484375;14767758,9977324;380871655,358025;2837622435103,81;0,0191816478271582;12;2;2;2;2;4;419;59;15;3;4;30066,713461418;3263490,52341281;188247544,773333;73947713,5555556;3619867995303,69;0,0238433163241312;12;2;2;4;3;1;452;33;11;3;1;133850,451077199;15176380,6519187;885534480,210366;3382525765,77778;0;0,0286671224715662
"pop800.txt";1535971;32;4;5;4;3;16;571;144;52;17;16;5871,36008661487;165030,032214506;1088739,43897929;3817743,70934256;12781068103,3711;0,02996;32;4;5;6;5;12;566;149;55;18;12;5388,67017942539;168272,056574028;1435701,68793388;6928772,0617284;15841342191,6875;0,0299749947406221;1200;2;2;2;3;3;481;196;93;27;3;1198,04050812367;63087,3826530612;2157800,5586773;101994428,035665;28067506699,5556;0,117368544531925;32;4;4;5;4;15;573;136;56;20;15;6084,35932860028;121518,875810986;1030034,35427296;4735152,45;13431472329,36;0,0291776505084131;32;3;5;4;5;15;561;148;52;24;15;4924,1649984517;128236,642027928;856145,430843196;5437995,21535011;12536040840,7361;0,0297411032397865
"rev84.txt";877017;33;6;4;6;4;13;121;75;49;26;13;96441,349088177;137949,071288889;498886,632236568;760935,226331361;208914290,248521;0,02998;33;7;6;5;5;10;130;74;43;27;10;113380,455621302;149377,950511322;481043,466738778;1268829,19615912;247952265,81;0,0299993637973283;2400;2;3;5;9;5;68;91;74;46;5;36169,2394031142;87670,9481946625;386097,496165084;3643640,27410208;341481475,04;0,0426409330103712;33;7;5;4;3;14;130;76;40;24;14;113380,455621302;160665,939750693;399935,309375;518861,484375;198500215,372449;0,0293712276246888;34;6;4;3;7;14;121;73;38;38;14;95644,3131452994;125689,075387451;179356,77985129;1148335,34518515;184321628,560131;0,0291339568118538
"SugarCaneFarms.txt";20364;19;3;4;3;2;7;101;103;72;39;23;25,135574943633;33,1452540295975;41,3377700617284;58,0828402366864;1795,95463137996;0,02996;19;5;4;3;2;5;112;104;66;36;20;30,2033641581633;36,8590976331361;36,4949494949495;61,8765432098765;1780,6475;0,0296072250117254;21;3;3;5;4;6;81;94;92;51;20;18,6941015089163;21,5994794024445;54,8558601134215;109,931564782776;1780,6475;0,0285384615766641;20;5;4;3;3;5;117;99;66;40;16;32,7376725838264;34,1432506887052;36,4949494949495;118,3875;1785,12109375;0,028545104208062;20;4;2;6;3;5;105;79;102;36;16;26,6160941582982;16,7761089893497;84,1114654243089;102,631708676268;1673,55102539063;0,0293986840863996
"Swiss.txt";987317;58;14;10;10;10;14;1068;839;553;312;124;2543,77170040259;2418,49050390598;4866,2742234532;16491,4801117686;208096,409209157;0,02999;58;8;12;12;11;15;877;898;653;340;128;1765,59779698854;2202,21878487706;5168,11687370576;17111,8994809689;207826,98046875;0,0298556498897297;59;9;10;12;12;16;846;886;672;354;138;1648,43761491988;2030,99064453832;4928,83599064626;16087,2826773916;207301,334436043;0,0295281584486881;58;9;11;12;11;15;865;909;654;339;129;1719,69767650105;2240,19933654532;5177,09128487127;16882,5202356401;207801,767562046;0,0297584695814963;63;7;7;16;19;14;759;735;833;455;114;1352,26696822175;1219,24973212283;5198,06131616821;25861,7728998594;208233,265290804;0,0297739897510758
"TRI900.txt";454,53090058127;11;2;2;3;2;2;105;209;228;217;141;0,00377958097160611;0,00191737187330998;0,00151964154603231;0,00210019231922598;0,00426723443565491;0,02941;11;2;2;2;3;2;132;209;224;181;154;0,00466192936401914;0,00175957832324322;0,00135534790419426;0,0014275654397395;0,00454013014711649;0,0295358803226797;13;3;3;2;2;3;132;209;200;199;160;0,00466192936401914;0,00175957832324322;0,00104925718343252;0,00164702235724404;0,00467879589714201;0,0263962545417407;11;2;2;2;2;3;127;204;210;199;160;0,00451771089270779;0,00170091138096266;0,00120902102312347;0,00164702235724404;0,00467879589714201;0,0285815446781297;13;2;2;5;2;2;101;156;322;211;110;0,00359949398104148;0,00117389846685217;0,00335794625044992;0,00217697080656969;0,0033528820694844;0,0285641320602972
"USbanks.txt";80548;22;3;4;6;6;3;111;114;68;45;19;181,332359386413;345,561095721761;2061,81660899654;5526,2587654321;9334,36565096953;0,02995;22;4;3;7;5;3;111;112;74;42;18;181,332359386413;311,830915178571;2451,79181884587;5207,02324263039;7458,86728395062;0,0299855923943405;24;3;3;3;9;6;110;102;59;62;24;177,81520661157;181,932814302191;705,745475438093;5898,27991675338;16224,7899305556;0,0288737526530437;23;3;4;7;6;3;111;112;74;42;18;181,332359386413;311,830915178571;2451,79181884587;5207,02324263039;7458,86728395062;0,0288166591286065;23;8;4;3;5;3;182;80;39;38;18;494,602283825942;789,098751953127;1171,99561691869;4446,56495115906;7044,48576817559;0,0289963271017963
"UScities.txt";33812;27;5;6;5;6;5;364;396;147;91;40;7,20513072092742;9,98145597388022;48,6591697903651;157,78166888057;611,1275;0,02991;27;6;6;5;6;4;393;382;135;91;37;8,25862258739131;10,3136221594803;46,6765432098765;176,757154932979;494,1811541271;0,0295574143527061;43;2;3;7;10;21;189;270;331;154;94;2,06858710562414;3,57702331961591;9,75255793576181;103,754258728285;1389,9298325034;0,028920154564509;28;7;5;5;6;5;434;341;135;91;37;10,0292000254837;8,43209122728563;46,6765432098765;176,757154932979;494,1811541271;0,0290901636019328;28;7;6;7;4;4;434;361;142;65;36;10,0060912696646;11,7522552080595;83,3236031443571;121,556304050978;452,917524005486;0,0295018639091866
"UScolleges.txt";1058151;39;8;5;4;7;15;275;190;91;65;56;27117,7192198347;16541,2050969529;67145,8152397053;332007,511005917;2138520,31855867;0,02995;39;8;8;12;5;6;264;230;114;37;32;25201,7701446281;35425,0816635161;302919,402970145;508264,466033601;923584,18359375;0,0295990868976697;48;3;5;6;11;23;135;201;167;105;69;9365,45481481481;13349,9422786565;32778,8054788626;281897,513469388;2835174,47174963;0,0291573169009083;39;8;8;12;4;7;265;229;114;34;35;25372,347255251;35239,8630079518;302919,402970145;389949,131487889;1051810,39673469;0,0295717328375097;40;11;8;10;5;6;311;197;100;37;32;34059,1228976932;43017,4946169401;268980,861204;494527,588573233;894722,177856445;0,029468838776359
"WEIBULL1500.txt";2682,82203004894;90;16;23;16;12;23;854;384;160;68;34;0,0339628074441795;0,325825320483256;1,00933447463316;2,7138210993432;41,6982134496789;0,02999;90;15;21;19;12;23;841;382;174;69;34;0,0308980870614286;0,275188330015874;1,13253028301779;2,75905709276675;41,6982134496789;0,029884381380012;97;10;11;12;17;47;755;354;183;135;73;0,0164386883499187;0,0993494682290775;0,40454173298726;1,54113502754713;41,5941075902461;0,0293498692323068;91;16;21;19;12;23;842;383;172;69;34;0,0311219118051778;0,281765318849031;1,11359968020199;2,75905709276675;41,6982134496789;0,0296741074247732;94;15;17;28;21;13;823;362;214;81;20;0,0272104528397209;0,183958491998118;1,51846614327634;5,91257723523829;35,7786834271514;0,0299819845981403
