"pop";"Tx";"nVNS";"nhVNS.1";"nhVNS.2";"nhVNS.3";"nhVNS.4";"nhVNS.5";"nhVNS.6";"nhVNS.7";"NhVNS.1";"NhVNS.2";"NhVNS.3";"NhVNS.4";"NhVNS.5";"NhVNS.6";"NhVNS.7";"VhVNS.1";"VhVNS.2";"VhVNS.3";"VhVNS.4";"VhVNS.5";"VhVNS.6";"VhVNS.7";"cvVNS";"nSTRATMH";"nhSTRATMH.1";"nhSTRATMH.2";"nhSTRATMH.3";"nhSTRATMH.4";"nhSTRATMH.5";"nhSTRATMH.6";"nhSTRATMH.7";"NhSTRATMH.1";"NhSTRATMH.2";"NhSTRATMH.3";"NhSTRATMH.4";"NhSTRATMH.5";"NhSTRATMH.6";"NhSTRATMH.7";"VhSTRATMH.1";"VhSTRATMH.2";"VhSTRATMH.3";"VhSTRATMH.4";"VhSTRATMH.5";"VhSTRATMH.6";"VhSTRATMH.7";"cvSTRATMH";"nLH";"nhLH.1";"nhLH.2";"nhLH.3";"nhLH.4";"nhLH.5";"nhLH.6";"nhLH.7";"NhLH.1";"NhLH.2";"NhLH.3";"NhLH.4";"NhLH.5";"NhLH.6";"NhLH.7";"VhLH.1";"VhLH.2";"VhLH.3";"VhLH.4";"VhLH.5";"VhLH.6";"VhLH.7";"cvLH";"nKO";"nhKO.1";"nhKO.2";"nhKO.3";"nhKO.4";"nhKO.5";"nhKO.6";"nhKO.7";"NhKO.1";"NhKO.2";"NhKO.3";"NhKO.4";"NhKO.5";"NhKO.6";"NhKO.7";"VhKO.1";"VhKO.2";"VhKO.3";"VhKO.4";"VhKO.5";"VhKO.6";"VhKO.7";"cvKO";"nBarca";"nhBarca.1";"nhBarca.2";"nhBarca.3";"nhBarca.4";"nhBarca.5";"nhBarca.6";"nhBarca.7";"NhBarca.1";"NhBarca.2";"NhBarca.3";"NhBarca.4";"NhBarca.5";"NhBarca.6";"NhBarca.7";"VhBarca.1";"VhBarca.2";"VhBarca.3";"VhBarca.4";"VhBarca.5";"VhBarca.6";"VhBarca.7";"cvBarca"
"AgrMinas.txt";1197026;15;2;2;2;2;2;2;3;241;253;157;89;64;27;13;3532,24004407638;15861,662172507;74888,1254411944;118254,424946345;428413,733398438;3934004,39780521;89318513,6094674;0,07483;14;2;2;2;2;2;2;2;354;221;146;73;34;11;5;11020,6695074851;35214,8440449622;117794,84030775;392584,068305498;1685820,01816609;3976859,50413223;97441600;0,0627343547636369;25;2;2;2;2;3;6;8;171;115;163;133;152;91;19;1316,27092096714;1706,39969754253;6158,68147088712;25935,2864492057;163805,565746191;1921516,04347301;83836979,0858726;0,0659962162336982;17;2;2;2;2;2;2;5;350;193;115;83;67;21;15;10662,6191346939;19063,9763752047;46828,7195463138;111901,400783858;545775,52996213;1788837,4829932;85069358,2222222;0,0635046285778407;14;2;2;2;2;2;2;2;386;186;132;80;41;16;3;14572,9147168571;28917,5259376434;81576,6266035007;353451,539257813;1232397,51367507;13571591,217041;59317037,037037;0,0645581526626706
"anaemia_Haemoglobin.txt";8857,7;14;2;2;2;2;2;2;2;12;10;33;377;199;53;40;0,366388888888889;0,0196;0,0865197428833792;0,648002167045431;0,119132850180551;0,0322392310430759;0,336775;0,02486;14;2;2;2;2;2;2;2;33;55;106;129;142;160;99;0,481671258034895;0,108859504132231;0,0722107511569954;0,050932035334415;0,047661674270978;0,0781214843750001;0,380771349862259;0,00758150999063572;14;2;2;2;2;2;2;2;77;117;109;95;103;130;93;0,727694383538539;0,10619913799401;0,0375860617793115;0,0214891966759003;0,0296785747949854;0,0636621301775148;0,372265001734305;0,00828773305973605;14;2;2;2;2;2;2;2;33;55;106;129;142;160;99;0,481671258034895;0,108859504132231;0,0722107511569954;0,050932035334415;0,047661674270978;0,0781214843750001;0,380771349862259;0,00758150999063572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"BeefFarms.txt";542350;15;2;2;2;2;2;2;3;39;184;95;58;28;13;13;42,698224852071;3831,88551512287;20371,6288088643;202086,279726516;617111,739795918;980487,408284024;18256426,3786982;0,07302;14;2;2;2;2;2;2;2;205;104;53;31;24;8;5;3448,68635336109;13602,0465051775;79431,8298326807;238568,701352758;1416464,10416667;2247618,359375;5300113,2;0,0529962667294496;16;2;2;2;2;2;2;4;130;99;80;52;32;24;13;920,720946745562;2153,07805325987;10381,84234375;73425,3561390533;250903,125;1416464,10416667;18256426,3786982;0,0631823369841718;14;2;2;2;2;2;2;2;209;100;53;31;24;8;5;3687,89844554841;13066,07;79431,8298326807;238568,701352758;1416464,10416667;2247618,359375;5300113,2;0,0529928898480164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"beta103.txt";772267,136016;14;2;2;2;2;2;2;2;94;178;82;140;49;231;226;3216,07380282583;708,604948579511;55,7861561772086;201,686202297787;14,4189749577784;415,103440376235;636,384953223898;0,00954;14;2;2;2;2;2;2;2;72;112;138;160;199;174;145;2506,53203082987;703,921582619983;234,426883795542;227,161836064356;261,538506782471;248,167253454764;379,348965950526;0,00691242929486942;14;2;2;2;2;2;2;2;88;163;186;140;143;154;126;3002,8899983389;702,040882425863;278,164547486357;174,751381200974;151,952415894562;184,995523990819;324,43626392643;0,00746718741941139;14;2;2;2;2;2;2;2;72;110;141;156;200;173;148;2506,53203082987;694,126459201248;245,974171436442;213,21195454252;264,828608767657;246,578537959548;387,913204480481;0,00691196325162141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"CensoCO.txt";103377;14;2;2;2;2;2;2;2;3580;2149;3028;873;274;41;32;2,52990106426142;0,618505777466161;4,66942355714782;7,01668090310171;23,3494592146625;14,4782867340869;21429,0537109375;0,07033;14;2;2;2;2;2;2;2;2685;3044;2352;1284;558;52;2;1,83689425701098;1,23707998846528;1,90657755449118;5,00137505944236;40,7121054457163;462,595784023669;126380,25;0,051773668655308;43;2;2;2;2;2;2;31;1858;1722;705;1444;1669;1191;1388;1,24757948927108;0,249610155384779;0;0,245671745152355;0,70857109214266;1,22919517427445;722,716227088507;0,0673973566983975;14;2;2;2;2;2;2;2;3580;2825;1954;1006;486;124;2;2,52990106426142;1,2252955125695;1,86414137234175;3,83561553146331;17,4634964182289;365,275949531738;126380,25;0,0542033919917929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"chi1.txt";939,601297267;14;2;2;2;2;2;2;2;291;105;236;117;97;117;37;0,00113849475833308;0,00132492876460457;0,0240974047300135;0,0267507636851216;0,0411757560056446;0,261057206310947;2,81385332718061;0,07272;14;2;2;2;2;2;2;2;364;190;148;105;94;76;23;0,00298642193498565;0,0117171192825211;0,0196164840773218;0,0350499467461212;0,0541950473146655;0,261334411192349;3,13921268272352;0,0535834234576124;14;2;2;2;2;2;2;2;343;184;151;109;111;72;30;0,00225332492340235;0,00946078641623193;0,0164133621687341;0,0335216653299905;0,067152011601011;0,183085686109756;2,94892673655848;0,0560793811804208;14;2;2;2;2;2;2;2;363;191;149;104;94;68;31;0,00294694332817566;0,0118035792071372;0,020019692818269;0,0344229699646423;0,0541950473146655;0,163554910919286;2,92453147102061;0,0555458490221173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"chi5.txt";5051,940520634;14;2;2;2;2;2;2;2;14;168;256;55;88;282;137;0,0342898259280954;0,184699946978613;0,184752172646984;0,0125259276308261;0,0439158408969282;1,06297248031051;8,32991292420074;0,07075;14;2;2;2;2;2;2;2;194;235;187;171;126;64;23;0,276673707988414;0,150415288536539;0,185990980387425;0,323129648500629;0,436663090595857;0,804628636283331;7,50009320722129;0,0306498954928479;14;2;2;2;2;2;2;2;128;138;192;181;158;129;74;0,153266462316866;0,0892763829182099;0,112491243184638;0,205982577150881;0,286660566367356;0,558864341878079;8,44992065988594;0,038628808857142;14;2;2;2;2;2;2;2;194;235;187;171;126;64;23;0,276673707988414;0,150415288536539;0,185990980387425;0,323129648500629;0,436663090595857;0,804628636283331;7,50009320722129;0,0306498954928479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"Debtors.txt";2825374;14;2;2;2;2;2;2;2;1618;642;428;375;186;94;26;4025,27603398724;5495,55378198969;10769,1299458468;132016,375722667;457015,05711643;2310436,76550475;24644840,0828402;0,07263;14;2;2;2;2;2;2;2;1614;953;419;210;104;52;17;3981,73491552386;17118,4702529924;69865,1173552213;214982,154399093;596636,732248521;2808916,95081361;21996678,1799308;0,0646419240581447;16;2;2;2;2;2;3;3;1321;765;587;324;213;124;35;1917,94057216994;5246,73519415609;13750,0103143347;63992,2355871818;265164,023452137;1952403,5673127;26085899,7338776;0,0656100081168607;15;2;2;2;2;2;3;2;1351;1067;427;223;177;98;26;2073,71708102286;14097,668256786;22946,310669175;81497,1463331255;405757,901177822;2362049,48281966;24644840,0828402;0,0664923539929281;14;2;2;2;2;2;2;2;1654;774;528;240;104;53;16;4436,75889067136;9432,04457906735;65240,9428139868;259897,090516494;590899,840592285;3042435,11827885;20137640,9436035;0,0660856825328541
"GAMMA2000.txt";7996,7492586906;14;2;2;2;2;2;2;2;477;296;243;327;213;178;266;0,196108161700068;0,0477600691598872;0,0387962491781765;0,120452863560811;0,0983193053598174;0,154200694131584;4,38609606393337;0,05457;14;2;2;2;2;2;2;2;436;457;384;287;208;146;82;0,168550217051573;0,117054520893098;0,137991173326074;0,175303800329154;0,238924150773332;0,64527454051785;2,32494892008158;0,0318658133668004;14;2;2;2;2;2;2;2;320;329;366;329;292;221;143;0,106471517190746;0,0723144559134841;0,080198691130828;0,122105130426596;0,218373202168964;0,504375135494417;3,16487453474924;0,0341495929956777;14;2;2;2;2;2;2;2;427;435;391;280;226;153;88;0,163133194871761;0,106614323143074;0,137532489463375;0,160541085698892;0,250454246215495;0,632134842381929;2,42029416223636;0,0317221408343656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
"hies_income.txt";58274058,847893;14;2;2;2;2;2;2;2;1588;476;259;397;244;418;184;6295643,35330177;667497,845604662;447684,293313002;1694814,81144301;1429640,38525772;24594524,2944776;403584778,821775;0,07094;14;2;2;2;2;2;2;2;874;955;717;509;303;172;36;2994421,7550442;1977818,94304942;3011095,41665277;5497154,11678073;14561794,643537;64720508,1371763;335262319,236946;0,0396460527194359;14;2;2;2;2;2;2;2;628;803;766;564;420;290;95;2200060,78965502;1154896,43692062;1773242,54125324;3161145,41351446;7427451,16788433;34910221,8151617;419534912,273791;0,0412806214737926;14;2;2;2;2;2;2;2;640;833;775;621;414;211;72;2237728,5650032;1267215,65664258;1964919,67567588;4632174,60745741;12333968,6628327;37487967,0403214;423466935,666774;0,0395802072270611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Inf
