"pop";"Tx";"nVNS";"nhVNS.1";"nhVNS.2";"nhVNS.3";"NhVNS.1";"NhVNS.2";"NhVNS.3";"VhVNS.1";"VhVNS.2";"VhVNS.3";"cvVNS";"nSTRATMH";"nhSTRATMH.1";"nhSTRATMH.2";"nhSTRATMH.3";"NhSTRATMH.1";"NhSTRATMH.2";"NhSTRATMH.3";"VhSTRATMH.1";"VhSTRATMH.2";"VhSTRATMH.3";"cvSTRATMH";"nLH";"nhLH.1";"nhLH.2";"nhLH.3";"NhLH.1";"NhLH.2";"NhLH.3";"VhLH.1";"VhLH.2";"VhLH.3";"cvLH";"nKO";"nhKO.1";"nhKO.2";"nhKO.3";"NhKO.1";"NhKO.2";"NhKO.3";"VhKO.1";"VhKO.2";"VhKO.3";"cvKO";"nBarca";"nhBarca.1";"nhBarca.2";"nhBarca.3";"NhBarca.1";"NhBarca.2";"NhBarca.3";"VhBarca.1";"VhBarca.2";"VhBarca.3";"cvBarca"
"AgrMinas.txt";1197026;132;28;35;69;554;221;69;58288,2158375582;575763,338506583;53718820,1251838;0,02992;132;28;31;73;557;214;73;60060,3182153689;514307,662590619;52008994,0957028;0,0299087832003186;133;32;32;69;572;203;69;70310,6623062252;544397,181586547;53718820,1251838;0,02976225372852;132;28;34;70;555;219;70;58839,0357600844;559374,575509268;53279972,6114286;0,029902166647179;133;32;28;73;575;196;73;72453,5844510563;480719,961431886;51296542,121789;0,0297977935981474
"anaemia_Haemoglobin.txt";8857,7;6;2;2;2;80;318;326;0,74234375;0,41873264506942;0,689664364484926;0,0276;6;2;2;2;174;291;259;1,07910688333994;0,236334951169684;0,594138429659665;0,0241764724139564;6;2;2;2;182;303;239;1,0952397053496;0,24973063642998;0,572094326079725;0,0240896858594581;6;2;2;2;182;283;259;1,0952397053496;0,218673226036035;0,594138429659665;0,0243208282085398;6;2;2;2;250;312;162;1,23741781056;0,241440953783779;0,473195632252687;0,0267562985785709
"BeefFarms.txt";542350;77;15;16;46;302;82;46;21765,1412328407;396222,311273052;29753681,6937618;0,02972;77;11;13;53;287;90;53;15948,423873059;275000,64;28834233,6895692;0,0298131926800524;77;16;14;47;309;74;47;25461,6124255087;352625,242695398;29616727,7971933;0,02949598357197;77;16;14;47;308;75;47;24882,9215192275;355398,695822222;29616727,7971933;0,0295015971290158;76;15;14;47;308;75;47;24802,1328129962;350660,046544593;28986584,6525721;0,0299476992191084
"beta103.txt";772267,136016;6;2;2;2;77;456;467;2684,63970021232;2743,0885244906;1979,71646033361;0,02915;6;2;2;2;189;397;414;5279,56368408934;1471,37318644807;1627,24058344069;0,0241364647615469;6;2;2;2;189;397;414;5279,56368408934;1471,37318644807;1627,24058344069;0,0241364647615469;6;2;2;2;164;341;495;4991,38303185445;1164,2125071587;2173,82661042332;0,0258602381184636;6;2;2;2;288;390;322;6044,22632997187;1275,96746550593;1067,5828933223;0,0259128872875865
"CensoCO.txt";103377;199;82;72;45;6877;2967;133;7,65736908632119;30,8892003704609;5994,5203233648;0,02998;199;83;71;45;6877;2974;126;7,65736908632119;31,818943848254;6297,91131267322;0,0299842059051038;206;58;90;58;5729;4040;208;5,23864555489809;25,2932788452113;3983,37072392751;0,0299123859127285;200;83;73;44;6877;2974;126;7,65736908632119;31,818943848254;6297,91131267322;0,0298934122974624;201;71;91;39;6405;3471;101;6,53337265696721;36,0020767852951;7635,04568082532;0,0299725990639655
"chi1.txt";939,601297267;162;36;47;79;568;286;146;0,0297897359241981;0,190545678632527;2,15325983526638;0,02999;162;44;53;65;596;287;117;0,0377228846126452;0,235536582524386;2,21776013712755;0,029877612040432;164;28;42;94;528;295;177;0,0205010184244221;0,149649368399472;2,08296257845944;0,0298144330838083;162;44;52;66;597;286;117;0,0380389769758824;0,234740357237736;2,21776013712755;0,0298763798547845;161;44;52;65;597;286;117;0,037975260096526;0,233919586757884;2,19880492228029;0,0299477231725437
"chi5.txt";5051,940520634;73;20;23;30;425;375;200;0,792710932672321;1,21387706397763;8,1000682734621;0,03;73;27;21;25;498;336;166;1,02240628409096;1,21615603975972;8,18539449807196;0,0298067416546734;73;24;22;27;465;359;176;0,910594601454284;1,27035768410865;8,15828743996368;0,0298168323540018;73;27;20;26;498;336;166;1,02240628409096;1,21615603975972;8,18539449807196;0,0297935227386562;72;27;19;26;495;334;171;1,01016422502184;1,17891397130294;8,12316688959489;0,0299817662536232
"Debtors.txt";2825374;262;80;71;111;2607;603;159;38543,8255436037;577634,063436274;20200271,7246944;0,02998;262;79;69;114;2603;601;165;38179,7574780363;542176,826537025;19964326,0002204;0,0299514070468449;263;75;69;119;2570;626;173;35405,9816445366;507004,539999898;19677355,872966;0,0298941991727289;262;79;68;115;2605;598;166;38361,489115351;536499,983123791;19929511,4796052;0,0299551643038211;263;73;66;124;2560;626;183;34604,3126972441;462539,012797196;19236765,9496773;0,0299275488649281
"GAMMA2000.txt";7996,7492586906;77;24;25;28;914;738;348;0,577572051587157;0,891124375581181;4,82716493151486;0,02999;77;30;23;24;996;690;314;0,673136442993295;0,901197110017149;4,67190550008583;0,0299462720601542;78;27;23;28;946;703;351;0,614000594180855;0,832370032421522;4,8382658060662;0,0297665087280923;77;29;24;24;993;696;311;0,669582167247134;0,919347264505533;4,65744986660353;0,0299442573184555;79;34;28;17;1065;705;230;0,767676124311097;1,20253775630338;4,08536312327226;0,029872005453273
"hies_income.txt";58274058,847893;111;45;29;37;2229;1013;324;12251296,4705403;23860975,5238222;362292084,092802;0,03;111;43;34;34;2164;1100;302;11397622,8596574;27481490,3433285;366229792,809957;0,029901171364058;112;39;31;42;2049;1133;384;10085300,8804938;21297755,2885465;349302825,100845;0,0297969442039359;111;43;34;34;2164;1100;302;11397622,8596574;27481490,3433285;366229792,809957;0,029901171364058;114;35;26;53;1942;1131;493;9038235,71253647;15491512,9584219;330538139,705167;0,0299879364278372
